CTUID,Communities,Quadrant,total_weighted_CEI_Score,economic_opportunity_domain_score,accessibility_and_amenities_domain_score,population_health_domain_score,community_belonging_and_safety_domain_score,human_and_social_wellbeing_domain_score,climate_and_environment_domain_score,activity_limitation_relative_severity_perc,adult_litp,average_commute_time,average_transitscore,average_walkscore,children_perc,commute_transit_perc,commute_vehicle_perc,copd_agestd_perc,core_housing_owner_perc,core_housing_renter_perc,diabetes_agestd_perc,educ_no_cert_perc,first_generation_perc,flood_susceptibility,gender_income_ratio,income_inequality_ratio,indigenous_perc,land_surface_temp,lim_at_perc,mental_illness_agestd_perc,movers_1_year_ago,no_official_languages_perc,noise_pollution_score,park_area_perc,part_time_employment_perc,perceived_health_vg_excellent_perc,perceived_mental_vg_excellent_perc,person_crime_rate,physical_disorder_rate,population_in_poverty_perc,property_crime_rate,proximity_childcare,proximity_grocerystores,proximity_healthcare,proximity_library,proximity_neighbourhood_parks,proximity_pharmacies,proximity_primary_education,proximity_secondary_education,recent_immigration_perc,refugee_perc,regular_care_provider_yes_perc,renter_households_perc,second_generation_perc,seniors_65_perc,seniors_in_poverty_perc,seniors_living_alone_perc,sense_of_belonging_perc,single_parent_econ_dependency,single_parent_woman_perc,social_assistance_perc,social_disorder_rate,spatial_access_primary_secondary_education_transit,tree_canopy,tree_density,unemployment_rate_perc,voter_turnout_rate,working_poor_18to64_perc,youth_neet_perc
8250050.17,"01H, VALLEY RIDGE",NW,32.43,21.94,89.72,26.06,7.44,19.65,48.99,60.56,1.32,26.63,22.7,16.15,15.84,3.28,92.79,0.82,3.32,25,4.47,2.27,23.28,5.68,0.69,3.8,2.51,23.96,4.42,16.23,5.19,1.01,5.63,16.31,43.96,91.5,66.5,294.61,220.95,5.21,902.23,0.04,0.03,0.03,0,0.18,0.04,0,0,1.4,2.72,97.1,4.69,22.16,19.24,3.26,13.04,87.5,17.6,5.64,1.64,1233.66,0.05,19.61,639.23,11.27,51.68,3.13,10.56
8250050.18,CRESTMONT,SW,30.45,14.03,88.66,21.39,5.72,20.72,52.44,60.48,1.43,25.65,25.26,6.75,21.87,2.7,93.24,0.68,3.55,0,3.73,2.88,33.19,4.96,0.66,3.6,5.02,24.78,3.63,12.68,13.75,0.85,3.69,6.86,38.78,91.5,66.5,255.21,170.14,4.58,1148.45,0.15,0.02,0.02,0,0.3,0,0,0,5.66,1.5,97.1,5.19,20.74,7.86,0,0,87.5,11.7,5.56,1.16,1616.33,0.03,19.12,286.33,10.33,59.52,3.31,4.35
8250050.19,COUGAR RIDGE,SW,33.91,20.62,80.98,35.03,10.93,23.55,50.27,57.09,1.84,27.65,32.3,27.55,26.08,4.8,88.01,0.36,2.54,13.33,3.9,2.68,35.87,6.39,0.69,4.1,1.74,25,5.75,13.51,10.3,1.92,5.18,27.84,43.82,63.1,74.4,184.71,113.67,4.4,724.64,0.22,0.05,0.12,0,0.26,0.02,0.05,0.07,5.3,3.77,81.7,10.79,21.07,5.9,6.67,13.33,81.5,15.4,8.95,0.71,1065.64,0.12,16.36,456.15,9.59,46.52,3.87,7.98
8250050.2,MEDICINE HILL,SW,41.94,32.36,84.8,46.61,36.72,34.67,35.01,100,3.79,0,39.6,29.65,7.69,0,100,1.68,6.74,20.67,5.28,0,40,4.26,0.83,4.32,0,22.95,10.23,18.63,100,0,6.09,59.32,60,63.1,74.4,710.58,1587.3,8.65,9523.81,0,0.02,0.02,0,0.06,0,0,0,0,0,81.7,100,30,15.38,6.08,27.8,81.5,32.98,33.33,3.74,25396.83,0.18,35.53,15.38,0,33.33,0,0
8250050.21,STRATHCONA PARK,SW,31.79,21.51,79.38,26.54,14.79,20.86,53.24,61.36,1.57,25.45,37.7,39.5,20.56,10.95,80.29,0.44,2.26,0,4.98,2.79,31.45,6.56,0.62,5,0.84,25.75,6,11.83,15.19,1.71,8.22,16.27,51.88,54.3,81.9,85.69,171.38,7.11,642.67,0.12,0.01,0.19,0,0.14,0.02,0.08,0,3.35,1.28,100,6.76,23.69,10.06,0,12,61.3,11.3,6.72,1.12,814.05,0.2,14.87,971.26,12.6,48.56,4.31,7.69
8250050.22,ASPEN WOODS,SW,26.29,17.38,76.27,24,14.9,23.49,54.82,67.93,1.62,27.04,46.6,49,25,5.35,86.1,0.3,0,0,3.84,1.24,43.15,6.26,0.5,6.2,0.52,26.18,4.95,11.92,11.6,1.73,6.19,12.78,44.81,54.3,81.9,297.18,173.35,4.4,1758.3,0.1,0.14,0.26,0,0.19,0.14,0.01,0,5.69,0.99,100,6.85,24.55,6.44,0,7.69,61.3,10.5,4.48,0,1362.06,0.16,13.79,748.98,12.16,48.46,3.17,3.15
8250051,BOWNESS,NW,48.98,45.58,72.94,64.07,21.02,27.66,53.16,66.02,5.66,26.86,42.3,55.65,14.21,7.36,84.2,2.33,6.56,35.35,5.89,10.94,19.04,13.81,0.99,4.1,7.16,23.93,14.13,21.83,17.84,0.7,7.16,10.09,50.91,53.4,71.08,1851.85,457.98,14.02,3683.79,0.21,0.08,0.06,0.03,0.24,0.05,0.06,0.18,3.17,2.4,67.8,47.67,17.91,15.41,8.55,33.55,66.9,46.7,14.77,8.8,12923.14,0.29,20.62,577.03,13.18,45.53,8.03,16.24
8250052.01,SILVER SPRINGS,NW,39.06,32.38,80.65,31.24,12.17,24.68,48.54,62.56,4.08,25.89,40.65,43.85,16.28,7.28,83.98,1.01,6.69,21.79,4.5,3.58,22.48,6.06,0.83,3.8,4.13,26.31,7.77,19.07,13.12,0.26,6.57,35.67,53.26,77,74.2,181.02,206.88,10.06,2404.97,0.12,0,0.05,0,0.16,0,0.11,0,3.1,1.94,96.2,24.7,21.32,22.35,2.22,24.02,67.3,30.5,12.45,3.03,2223.95,0.26,19.08,700.45,15.72,53.29,5.17,12.99
8250052.02,SILVER SPRINGS,NW,30.74,17.01,77.17,30.28,12.52,18.24,56.59,62.2,1.35,24,44.1,40.45,18.05,4.33,85.28,1.06,0,0,4.13,2.51,14.87,4.98,0.78,3.2,2.12,27.58,3.95,18.47,9.69,0.28,12.18,5.36,49.35,77,74.2,536.42,169.4,4.11,2286.84,0.2,0.09,0.05,0,0.21,0.03,0.13,0,1.99,0.56,96.2,9.56,20.11,20.31,0,15.33,67.3,23.3,8.88,1.08,2173.91,0.24,16.73,1304.43,10.46,52.52,3.64,7.41
8250052.03,"SILVER SPRINGS, VARSITY",NW,31.33,27.7,82.09,36.47,11.64,23.26,43.75,61.58,1.68,21.95,48.3,31.85,14.48,6.02,80.72,0.6,5.42,47.83,3.63,2.67,25.58,6.27,0.64,5.6,2.05,23.48,6.34,17.37,6.88,1.24,5.1,34.03,52.53,71.9,79.9,55.16,82.74,5.89,2151.13,0.03,0.02,0.07,0,0.16,0.01,0.01,0.01,2.33,0.96,76.5,16.78,21.75,31.72,2.48,22.08,66.1,12.8,7.27,1.17,2123.55,0.29,22.29,635.21,12.3,51.77,3.03,4.71
8250052.04,VARSITY,NW,36.08,31.92,67.73,37.16,16.09,28.94,54.4,63.87,6.48,22.33,57.25,66.9,13.33,9.02,77.05,0.92,6.51,16.03,3.9,3.49,34.09,6.8,0.84,4.6,3.16,27.16,9.09,16.07,15.15,2.24,9.24,14.2,48.58,71.9,79.9,672.01,715.37,9.27,6893.56,0.1,0.1,0.13,0,0.28,0.06,0.09,0.12,5.42,2.36,76.5,34.09,21.9,27.19,6.7,29.33,66.1,30.6,10.12,1.65,6048.12,0.42,15.31,1249.3,13.88,51.42,6.63,6.32
8250052.06,SCENIC ACRES,NW,32.16,18.01,79.43,40.26,11.73,19.71,49.47,59.55,2.49,26.79,42.6,36.25,12.71,6,88.5,0.56,4.29,0,4.56,2.37,22.83,5.67,0.63,3.8,2.42,26.21,3.33,16.39,5.51,1.03,7.33,24.91,49.11,64.6,68.2,177.76,355.51,2.68,2463.18,0.11,0,0.07,0,0.29,0,0.14,0,1.66,1.54,83.1,5.07,22.7,26.68,0,12.92,66.5,27.9,5.12,1.54,1904.52,0.27,12.35,1649.41,11.43,52.33,2.99,11.7
8250052.07,SCENIC ACRES,NW,34.38,20.31,78.28,44.19,12.37,21.36,61.02,63.97,1.68,24.86,53.6,43.8,14.08,4.62,87.82,0.84,3.92,0,5.34,1.18,30.88,5.35,0.71,3.5,1.65,27.06,5.32,18.2,10.5,1.39,14.79,12.39,53.95,64.6,68.2,244.62,342.47,4.71,1810.18,0.1,0.01,0.06,0,0.31,0,0.09,0,3.05,1.52,83.1,11.03,21.35,22.64,3.82,15.92,66.5,19.3,7,1.25,3008.81,0.29,7.77,1081.56,11.76,53.11,2.78,7.53
8250052.09,TUSCANY,NW,31.41,15.26,79.79,32.32,8.83,19.28,56.49,59.42,1.89,28.83,30.79,49.9,25.23,8.07,86.46,0.47,2.59,8.89,4.15,1.9,26.05,5.19,0.69,3.4,1.76,27,4.88,15.18,9.08,1.08,3.91,8.15,38.63,72.7,73.7,165.43,82.71,5.78,744.42,0.22,0.1,0.08,0,0.19,0.03,0.07,0.01,3.43,1.82,85.9,11.78,19.26,4.8,0,14.55,81.3,13.8,10.26,0.96,1356.49,0.17,6.35,1213,9.05,51.72,3.65,5.92
8250052.1,TUSCANY,NW,36.38,23.67,80.88,34.64,10.49,26.3,54.09,61.86,4.22,29.37,44,39,19.44,12.5,80,0.82,6.23,23.64,4.46,3.36,32.48,5.47,0.71,3.7,2.77,26.26,6.35,15.68,12.54,1.35,5.58,20.84,42.72,72.7,73.7,312.11,83.23,7.79,1352.48,0.14,0.02,0.06,0,0.2,0,0,0,4.82,1.98,85.9,15.68,23.36,13.72,2.99,29.1,81.3,20,9.42,0.67,1810.24,0.26,10.27,819.52,9.93,49.69,4.66,9.4
8250052.11,TUSCANY,NW,30.07,16.59,79.44,32.03,9.56,18.34,47.84,59.33,1.12,25.98,31.3,41.25,23.08,2.56,94.14,0.67,3.11,16.67,3.94,0,21.03,5.58,0.63,3.3,4.15,25.68,4.23,14.33,6.97,0.59,4.36,43.82,43.58,72.7,73.7,255.55,117.95,4.64,825.63,0.16,0.02,0.07,0,0.31,0,0.15,0.1,2.08,1.18,85.9,7.84,20.34,8.94,0,16.85,81.3,13.7,6.23,0,982.9,0.17,11.15,863.59,10.86,49.35,2.36,10.12
8250052.12,HASKAYNE,NW,28.09,13.95,82.2,28.37,10.08,16.42,56,59.05,0.86,25.22,11.05,6.85,23.33,4.55,85.54,0.51,1.78,0,3.87,1.89,21.87,7.33,0.57,3.8,1.84,24.31,4.2,14.79,6.52,0.62,5.58,26.19,41.47,77.15,75.8,222.33,172.92,3.31,741.11,0.19,0.02,0.07,0,0.21,0,0.16,0.15,2.33,1.11,88.15,6.15,19.53,8.77,0,10.29,78,17,6.55,1.02,988.14,0.16,6.45,169.99,11.82,49.59,1.56,6.43
8250053,MONTGOMERY,NW,37.58,32.65,70.3,45.13,20.94,28.12,48.79,64.2,4.56,23.03,47.8,61.45,13.24,6.3,78.63,1.79,8.55,14.91,4.77,4.14,22.14,6.87,0.86,5,4.08,26.28,10.94,19.67,15.09,0.72,8.04,31.66,45.79,72.9,66,1249.79,707.12,11.15,6742.31,0.13,0.14,0.19,0,0.19,0.12,0.06,0.05,3.45,2.73,85.1,32.43,21.42,24.51,4.6,43.68,54.6,31.4,12.96,4.55,9965.47,0.41,14.57,1467.03,11.49,48.98,5.38,11.32
8250054,"PARKDALE, WEST HILLHURST",NW,28.37,30.18,69.08,36.32,12.43,21.58,47.47,59.64,1.3,19.15,51.15,64.4,17.18,5.24,69.76,1.27,3.98,18.8,3.93,1.03,21.51,8.33,0.87,6.5,3.27,26.49,9.44,16.74,13.89,0.65,6.96,11.98,43.74,67.5,72.9,310.24,336.09,7.3,2507.76,0.12,0.03,0.29,0,0.17,0,0.13,0.06,2.77,0.9,89.3,40.23,22.77,14.86,8.7,34.82,73.3,14.9,7.11,1.1,4731.13,0.54,19.68,2125.53,10.74,51.87,3.76,12.73
8250055,"HOUNSFIELD HEIGHTS/BRIAR HILL, ST. ANDREWS HEIGHTS",NW,27.08,27.6,64.72,35.36,16.65,21.49,49.21,59.51,3.9,18.57,62.85,66.1,13.74,3.83,72.68,1.15,3.82,23.21,3.76,4.56,22.16,5.59,0.73,7.2,2.06,27.03,7.22,16.46,11.61,0.72,6.7,11.67,48.05,67.5,72.9,1693.29,830.67,7.56,5079.87,0.11,0.12,0.29,0.02,0.27,0.07,0.11,0.02,1.03,1.26,89.3,27.68,25.77,25.56,0,17.58,73.3,22,5.13,1.75,10894.57,0.55,19.44,1705.22,7.89,51.49,4.69,3.53
8250056,"HILLHURST, WEST HILLHURST",NW,22.86,25.58,56.08,28.03,14.63,21.13,48.44,59.57,2.44,22.29,61.6,77.95,16.13,7.78,72.33,1.15,3.4,17.65,3.08,1.26,23.36,14.22,0.8,6,1.92,25.27,8.2,15.11,19.66,0.61,7.53,14.03,41.45,81.2,79.6,435.69,453.12,8.84,4200.07,0.2,0.19,0.48,0.01,0.3,0.09,0.14,0.22,3.24,1.22,86.2,41.51,24.23,11.16,3.85,34.62,65.1,14.2,7.86,0.99,7424.19,0.57,16.46,2272.96,8.59,55.33,4.36,6.12
8250057,"HILLHURST, HOUNSFIELD HEIGHTS/BRIAR HILL",NW,30.93,36.37,52.91,34.4,23.05,24.14,49.25,58.64,6.24,22.19,65.6,87,16.03,11.67,63,1.6,5.94,22.27,3.88,3.17,24.36,6.52,0.77,6.9,2.76,26.65,11.65,19.75,14.93,1.05,9.21,15.36,44.08,81.4,70.8,1645.06,1395.81,9.52,15553.34,0.19,0.18,0.49,0.1,0.38,0.08,0.1,0.07,3.29,2.49,93,43.12,21.16,16.53,8,38.29,62,47.7,11.07,3.93,20322.37,0.66,16.51,2064.21,9.63,50.83,7.1,10.71
8250058,"ROSEDALE, SUNNYSIDE",NW,30.69,34.16,53.76,46.88,23.08,20.09,39.91,58.91,3.68,22.44,64.6,86.5,11.95,13.69,62.41,0.96,4.22,20.98,3.15,2.82,23.32,9.12,0.86,6.1,3.26,24.79,10.67,16.09,20.21,0.83,7.99,23.25,47.9,54.5,53.5,1027.97,891.91,10.6,6545.73,0.15,0.12,0.3,0.03,0.36,0.08,0.2,0.13,2.8,1.06,84,53.4,22.63,12.63,4.24,28.4,53.2,22,8.55,2.49,12849.58,0.67,23.62,2647.07,10.78,46.8,7.02,10.74
8250059,"CRESCENT HEIGHTS, RENFREW",NE,35.44,40.29,45.52,50.94,23.91,27,47.28,61.27,5.42,22.37,60.55,89.55,10.18,9.72,73.64,1.29,6.23,21.99,4.67,5.02,29.4,9.41,0.86,5,3.34,25.51,12.26,16.1,20.39,1.48,5.83,6.11,46.72,54.5,53.5,1134.38,1119.84,12.18,7286.21,0.18,0.29,0.3,0,0.29,0.3,0.24,0.36,6.17,3.42,84,60.27,22.05,12.87,15.33,44,53.2,37.4,11.64,4.18,14310.65,0.66,20.54,2025.82,12,46.82,7.77,10.74
8250060,RENFREW,NE,35.37,31.25,60.51,49.24,16.31,23.07,49.86,61.84,2.96,21.96,43.6,58.35,15.14,8.02,78.34,1.25,4.95,16.36,4.74,5.53,20.2,6.79,0.91,4.6,4.02,25.77,10.14,17.21,18.74,0.79,5.7,31.53,41.19,55.5,57.9,569.97,628.93,8.13,4638.36,0.14,0.06,0.16,0,0.43,0.05,0.28,0.3,3.01,2.07,85.3,43.64,21.61,9.64,9.28,32.65,65.6,32.5,11.41,2.77,6780.66,0.48,13.33,971.35,11.18,51.33,6.12,9.59
8250061,CALGARY INTERNATIONAL AIRPORT,NE,58.84,47.46,74.22,57.53,44.3,41.92,62.9,64.19,13.78,23.42,34.75,26.8,20.34,11.74,79.81,2.54,3.6,28.95,8.09,13.4,35.04,9.81,0.85,3.7,4.63,25.46,18.64,18.96,14.72,1.99,3.3,4.53,50.51,59.9,78.3,4989.29,5111.72,13.22,45209.67,0.16,0.08,0.04,0,0.24,0.05,0.11,0.04,5.62,12.15,76.6,50.85,23.8,17.74,9.88,36.59,55.5,64.9,19.61,4.7,40955,0.45,2.01,224.17,15.16,44.61,9.25,22.67
8250062,"TUXEDO PARK, WINSTON HEIGHTS/MOUNTVIEW",NE,37.56,33.31,58.21,49.59,21.32,27.96,53.15,61.4,5.06,20.96,54.6,86.35,14.59,9.97,78.06,1.69,5.38,19.16,5.56,4.35,24.79,7.29,0.84,4.8,3.89,26.69,11.61,17.15,17.12,2.3,4.2,5.36,42.16,65.4,64,972.12,403.52,8.56,6309.61,0.32,0.22,0.2,0,0.14,0.1,0.16,0.19,4.27,3.04,80.6,45.51,24.98,12.02,9.24,39.5,53.5,39.5,10.8,2.65,10528.25,0.61,15.71,1231.91,12.14,47.03,7.05,10.47
8250063,MOUNT PLEASANT,NW,33.67,33.21,60.12,44.22,19.31,22.63,49.54,63,3.06,23.95,54.45,78.05,17.6,8.22,75,1.32,4.4,20.59,4.16,4.76,23.41,6.79,0.81,4.9,3.33,26.67,7.08,15.4,17.36,1.04,4.5,8.1,45.71,65.4,64,750.16,770.99,10.8,5813.71,0.19,0.1,0.29,0,0.23,0.02,0.22,0.27,2.83,2.19,80.6,41,21.09,9.79,7.69,30.39,53.5,32.9,8.68,3.82,10523.03,0.59,18.82,1598.48,12.82,52.65,6.67,13.48
8250064,"CAPITOL HILL, ROSEMONT",NW,38.42,40.45,60.71,49.96,16.46,26.69,47.73,61.35,5.22,24.07,58.25,78.3,16.14,14.47,73.68,1.73,5.53,21.72,4.35,5.69,24.03,6.49,0.86,5.4,4.72,26.38,13.24,17.77,19.51,1.57,7.57,14.07,50.45,59.9,71.5,1157.29,700.9,14.43,5036.67,0.23,0.12,0.27,0,0.21,0.05,0.21,0.05,3.52,3,74.9,51.29,19.48,11.33,10.69,46.15,72.4,22.5,12,5.43,7644.66,0.58,20.43,1818.41,16.26,51.11,7.62,11.48
8250065,BANFF TRAIL,NW,40.18,42.21,56.97,44.82,20.63,23.44,52.03,63.62,9.52,25.87,64.95,71.1,13.05,20.24,66.67,1.17,7.46,9.44,4.43,2.99,37.32,6.57,0.96,4.8,2.37,27.31,13.19,13.71,27.83,1.04,13.85,8.45,50.11,59.9,71.5,1330.9,1174.32,19.19,9081.42,0.28,0.06,0.19,0.01,0.27,0.02,0.22,0.19,7.1,2.35,74.9,58.31,16.56,10.18,5.48,33.78,72.4,33.5,12.73,4.21,22573.07,0.64,17.91,2276.92,15.67,53.44,11.28,9.85
8250066.02,VARSITY,NW,39.72,38.99,66.79,38.56,17.93,29.39,52.12,62.23,7.37,23.96,62.5,65.75,12.73,11.01,71.56,0.88,6.72,21.2,4.92,3.32,37.97,6.32,0.86,5,2.04,26.85,14.46,15.63,20.55,1.6,11.34,9.22,55.6,71.9,79.9,534.86,719.29,19.28,4629.29,0.15,0.05,0.16,0.01,0.39,0.01,0.12,0.01,8.96,3.94,76.5,49.49,21.32,18.27,3.78,38.38,66.1,26.2,12.31,2.65,5588.34,0.46,19.73,1639.43,12.52,47.06,8.02,6.58
8250066.03,"UNIVERSITY DISTRICT, UNIVERSITY HEIGHTS",NW,37.81,45.53,66.12,34.42,17.01,25.06,55.85,59.03,12.44,22.91,59.35,66.8,15.38,10.51,64.86,0.75,0,21.3,4.31,1.8,45.15,5.6,0.81,6.7,1.66,26.76,19.21,13.21,31.63,1.74,6.56,10.85,59.17,71.05,74.68,769.04,421.73,26.53,3894.82,0.05,0.03,0.24,0,0.25,0.01,0.14,0.1,11.99,2.36,81.85,71.62,17.6,13.28,6.25,24.78,65.03,21.8,9.55,1.8,4415.78,0.55,13.02,827.24,15.17,53.72,9.84,5.59
8250067,BRENTWOOD,NW,38.77,43.02,57.93,18.55,15.61,25.9,55.08,64.18,9.84,23.73,66.15,77.95,10.62,22.27,64.63,1.13,5.51,15.03,4.67,4.13,48.28,6.91,0.91,6.9,3.29,27.12,22.07,13.08,28.7,1.98,14.56,4.33,56.8,85.3,86.1,1184.69,820.17,24.1,13639.13,0.2,0.25,0.13,0.01,0.18,0.08,0.14,0.03,9.28,1.83,100,59.08,15.7,12.44,0,28.92,92.3,21.7,12,2.29,15765.49,0.62,19.6,1659.72,12.37,52.93,10.14,6.83
8250068,"BRENTWOOD, CHARLESWOOD",NW,29.16,20.12,70.81,20.31,8.21,21.44,47.06,58.11,2.91,24.32,54.6,57.8,17.12,7.78,81.44,1.08,2.82,0,4.08,2.65,24.09,6.02,0.76,4.1,2.95,26.41,7.1,16.95,13.46,1.09,6.35,11.35,44.63,85.3,86.1,182.08,582.67,7.12,2913.33,0.21,0.02,0.08,0.01,0.24,0,0.19,0.01,2.43,1.09,100,15.74,21.66,18.58,3.67,22.02,92.3,21.8,9.03,0,1966.5,0.51,22.84,1688.65,11.51,51.94,4.84,5.48
8250069,"CHARLESWOOD, COLLINGWOOD",NW,32.81,26.74,69.06,45.1,9.4,20.41,44.29,63.54,3.65,21.9,46.8,57.6,16.97,10.09,77.06,1.12,3.13,12.12,3.75,4.05,19.48,5.14,0.85,4.5,3.05,26.59,7.03,18.76,9.43,0.23,5.73,18.71,46.81,65,66,678.73,226.24,7.49,2805.43,0.13,0.04,0.09,0,0.32,0,0.12,0.09,1.87,0.45,79.9,22.16,21.36,16.97,0,17.91,82.73,28.3,10.4,2.65,3936.65,0.56,20.94,2099.36,13.85,54.28,3.81,14.29
8250070,"CHARLESWOOD, COLLINGWOOD",NW,34.61,33.36,65.19,45.15,10.86,23.51,43.09,58.72,5.78,22.82,54.95,63.8,15.42,12.03,77.22,1.13,6.43,26.87,5.04,2.64,21.03,5.3,0.87,4.9,4.37,25.64,10.06,15.71,13.4,0.64,6.45,23.23,48.73,65,66,513.92,471.09,15.28,4197,0.19,0.02,0.09,0,0.31,0,0.17,0.16,2.19,1.07,79.9,32.7,22.02,19.06,0,39.53,79.74,32.3,8.87,1.21,4625.27,0.57,19.83,2123.67,16.03,54.32,5.93,5.48
8250071,"CAMBRIAN HEIGHTS, MOUNT PLEASANT, QUEENS PARK VILLAGE",NW,32.93,32.71,62.47,43.9,14.52,22.62,31.86,58.9,4.37,22.63,47.15,68.05,17.49,14,79,1.36,3.9,19.82,3.8,4.82,12.42,5,0.8,4.8,5.89,25.61,9.08,18.01,16.45,0.48,3.83,34.85,48.73,75.7,57.4,540.71,318.07,10.03,3212.47,0.18,0.04,0.13,0,0.42,0.01,0.18,0.2,1.59,0.32,82.6,42.75,21.66,13.83,4.26,30.53,69.3,31,12.92,3.99,5279.9,0.57,20.9,3694.67,10,50.89,6.92,15.28
8250072,"GREENVIEW INDUSTRIAL PARK, HIGHLAND PARK, WINSTON HEIGHTS/MOUNTVIEW",NE,44.91,40.62,63.24,50.15,18.12,33.14,54.12,65.77,6.83,23.62,50.65,72.35,15.87,14.13,78.26,2.01,4.78,23.45,5.78,9.14,28.25,7.29,0.93,4.8,3.89,26.02,11.88,18.13,17.28,2.26,4.99,10.29,45.3,75.7,57.4,1211.26,534.84,14.12,6418.12,0.3,0.06,0.13,0,0.2,0.01,0.2,0.18,6.17,5.58,82.6,52.32,22.73,12.57,9.09,39.23,69.3,35.4,15.43,5.52,7692.31,0.59,14.29,859.86,11.39,47.57,8.48,19.23
8250073,"GREENVIEW, HIGHLAND PARK",NE,49.57,44.9,64.38,54.22,19.01,33.39,55.8,66.16,9.97,23.5,53.35,65.4,10.68,17.68,75.69,2.29,0,23.03,6.94,10.23,30.77,7.8,0.91,3.9,4.16,26,18.91,19.27,16.11,2.31,6.46,12.46,51.49,75.7,57.4,1356.35,1027.54,14.52,6905.06,0.2,0.03,0.06,0,0.26,0.03,0.15,0.16,5.41,5.03,82.6,67.21,19.75,17.25,5.19,48.68,69.3,48.5,17.43,8.45,10357.58,0.57,12.63,749.76,17.33,48.49,9.6,17.39
8250074,"HIGHWOOD, THORNCLIFFE",NW,38.54,34.9,62.37,49.78,16.66,23.81,43.95,63.42,5.25,23.9,48.1,65,17.44,6.11,81.66,1.71,5.7,22.62,6.01,5.49,20.41,5.66,0.87,3.7,4.05,26.31,8.83,18.6,14.94,0.87,5.54,14.8,47.95,75.7,57.4,1038.06,749.71,11.99,4959.63,0.22,0.04,0.07,0,0.42,0.03,0.31,0.2,2.31,2.89,82.6,30.74,19.83,15.27,8.16,26.53,69.3,36.8,11.52,3.32,5565.17,0.53,20.37,2336.24,13.46,49.16,5.81,16.9
8250075.01,THORNCLIFFE,NW,55.86,45.13,65.61,59.14,20.56,36.77,50.88,62.62,12.21,26.06,53.85,73.8,16.09,11.37,84.36,1.68,9.49,22.73,6.55,17.17,37.44,5.48,0.87,3.6,4.21,26.57,12.96,16.72,14.24,5.31,4.57,2.47,57.46,57.2,51.1,995.02,630.18,12.48,3548.92,0.21,0.11,0.06,0,0.35,0.1,0.13,0.01,7.47,6.63,78.7,45.28,18.8,14.26,0,19.77,66,56.4,18.63,7.44,6500.83,0.55,17.24,1594.05,18.6,39.55,8.44,20
8250075.02,THORNCLIFFE,NE,57.99,47.73,67.58,62.31,21.41,40.29,51.31,67.6,6.06,22.58,52.75,66.7,17.55,11.96,79.45,2.46,10.65,23.28,7.14,14.95,35.29,6.7,0.89,3.2,3.95,26.65,14.02,15.53,20,3.65,7.27,25.79,55.53,57.2,51.1,1106.4,517.89,14.73,3695.86,0.21,0.09,0.06,0,0.44,0.02,0.06,0.01,8.74,7.18,78.7,53.28,20.93,12.25,8.65,34.95,66,63.3,23.58,6.11,6191.15,0.5,12.19,1395.39,17.47,39.55,10.45,18.89
8250076.01,HUNTINGTON HILLS,NE,53.03,42.21,66.12,59.6,17.94,38.38,58.95,69.95,11.35,24.17,55.95,68.3,17.2,7.14,85.71,2,8.22,26.56,6.27,13.22,31.23,6.92,0.87,3.7,8.5,27.5,12.95,16.67,11.64,4.67,8.1,8.26,44.49,64.8,47.2,1184.07,430.57,15.91,2655.18,0.26,0.04,0.04,0.02,0.42,0,0.25,0.03,3.07,4.31,77.3,30.33,20.4,19,4.9,27.72,66.7,57.6,17.31,4.98,5274.49,0.48,12.99,697.92,18.66,44.56,8.57,19.61
8250076.02,HUNTINGTON HILLS,NW,53.18,43.29,68.33,57.99,23.32,37.12,54.96,64.02,10.82,27.12,54.4,65.45,15.94,13.96,82.43,1.61,5.44,29.59,6.72,9.57,33.11,5.67,0.84,3.7,5.09,27.03,15.54,15.44,15.61,3.69,7.16,24.66,52.19,64.8,47.2,2324.14,960.64,15.25,9885.34,0.23,0.06,0.05,0.07,0.19,0,0.2,0.06,6.89,5.61,77.3,40.38,21.48,20.9,6.96,28.45,66.7,54.1,20.45,6.31,10536.1,0.45,11.91,685.98,13.92,43.52,9.74,14.08
8250076.03,"NORTH HAVEN, THORNCLIFFE",NW,39.73,31.2,76.28,37.7,11.97,27.45,52.15,64.24,4.53,24.84,43.35,51.2,16.15,6.75,85.65,1.55,5.24,22.55,5.48,5.5,20.79,5.23,0.78,4.1,5.31,26.87,8.55,18.04,9.55,1.5,6.31,15.91,46.1,78.9,68.1,738.52,230.79,8.55,1546.27,0.21,0.02,0.04,0,0.23,0.01,0.1,0.01,2.66,2.66,92.7,27.88,19.63,24.68,3.74,32.39,71.3,40.4,10.98,3.74,3577.2,0.43,14.11,1298.36,10.17,53.34,5.88,19.72
8250076.04,HUNTINGTON HILLS,NE,51.38,35.35,72.84,64.2,17.18,35.03,56.91,64.84,6.46,24.84,50.65,50.05,17.14,11.89,80.77,2.14,8.99,17.29,7.38,13.07,28.41,6.42,0.84,3.2,5.73,27.08,11.25,19.3,13.02,2.82,7.83,24.56,47.91,64.8,47.2,689.83,383.24,12.12,3372.51,0.18,0.04,0.03,0,0.28,0,0.13,0.01,4.46,5.76,77.3,43.57,20.13,15.86,3.13,26.56,66.7,43.8,20.91,3.83,4675.52,0.4,8.51,732.13,18.01,44.55,7.04,10.31
